_id,created_at,image_url,outcome_name,phone,price,updated_at
64d0781aadd7ad7302ea7c40,2023-08-07T04:50:34.450Z,ed506d79-4ce5-46c3-821f-dfc97faa5eb9.jpeg, Potato Wedges,b0d97809da0fbce0a9bd63bce48c5f21d9cd3b37d2fc22497de08cf7feb6a36f,3500,2023-08-07T04:50:34.450Z
64d0781aadd7ad7302ea7c3e,2023-08-07T04:50:34.449Z,ed506d79-4ce5-46c3-821f-dfc97faa5eb9.jpeg, Tenderloin Premium 1 Potato Wedges,b0d97809da0fbce0a9bd63bce48c5f21d9cd3b37d2fc22497de08cf7feb6a36f,6500,2023-08-07T04:50:34.449Z
64d0781aadd7ad7302ea7c45,2023-08-07T04:50:34.452Z,ed506d79-4ce5-46c3-821f-dfc97faa5eb9.jpeg, MIlkshake Taro,b0d97809da0fbce0a9bd63bce48c5f21d9cd3b37d2fc22497de08cf7feb6a36f,1700,2023-08-07T04:50:34.452Z
64d0781aadd7ad7302ea7c43,2023-08-07T04:50:34.451Z,ed506d79-4ce5-46c3-821f-dfc97faa5eb9.jpeg, Milkshake Chocolate,b0d97809da0fbce0a9bd63bce48c5f21d9cd3b37d2fc22497de08cf7feb6a36f,48000,2023-08-07T04:50:34.451Z
64d0c892add7ad7302ea7c4b,2023-08-07T10:33:54.146Z,ce4ae05c-ae2c-44c6-a084-035412017dd9.jpeg, SOKLIN SOFTERGNT PINK2476,f22e05871839177258b5a7d1a73257e3363313ee6da93c7f60a8fc1143f7a54f,2500,2023-08-07T10:33:54.146Z
64d0c892add7ad7302ea7c4a,2023-08-07T10:33:54.145Z,ce4ae05c-ae2c-44c6-a084-035412017dd9.jpeg, ZINC SHP RFRSNG SCHT 1275,f22e05871839177258b5a7d1a73257e3363313ee6da93c7f60a8fc1143f7a54f,50000,2023-08-07T10:33:54.145Z
64d0c892add7ad7302ea7c4d,2023-08-07T10:33:54.147Z,ce4ae05c-ae2c-44c6-a084-035412017dd9.jpeg, SOKLIN RPC PINK SAT15M/12,f22e05871839177258b5a7d1a73257e3363313ee6da93c7f60a8fc1143f7a54f,10000,2023-08-07T10:33:54.147Z
64d0c892add7ad7302ea7c53,2023-08-07T10:33:54.149Z,ce4ae05c-ae2c-44c6-a084-035412017dd9.jpeg, RICHOCO NABATI WHITE 122G,f22e05871839177258b5a7d1a73257e3363313ee6da93c7f60a8fc1143f7a54f,4700,2023-08-07T10:33:54.149Z
64d0c892add7ad7302ea7c52,2023-08-07T10:33:54.149Z,ce4ae05c-ae2c-44c6-a084-035412017dd9.jpeg, RICHOCO NABATI CKLT 122G,f22e05871839177258b5a7d1a73257e3363313ee6da93c7f60a8fc1143f7a54f,4700,2023-08-07T10:33:54.149Z
64d1cdc0add7ad7302ea7c60,2023-08-08T05:08:16.375Z,,eskrim,a4e2632d231715b95343bbac83ab6cc50c62247e3ad1abc3c8912ec0a421dfda,8000,2023-08-08T05:08:16.375Z
64cb64ff722138290aed3199,2023-08-03T08:27:43.935Z,,bakso,e712ad7d470f1fd0706d5bd5225cc9c9b5e00118366fcb4e272a7fdb3a8f9b0d,15000,2023-08-03T08:27:43.935Z
64cc508a35e6a03af951cf11,2023-08-04T01:12:42.585Z,,skincare,a4e2632d231715b95343bbac83ab6cc50c62247e3ad1abc3c8912ec0a421dfda,258000,2023-08-04T01:12:42.585Z
64cc574d35e6a03af951cf13,2023-08-04T01:41:33.776Z,,pengeluaran,ae70d6adabdd5a656c81ccb12e36edfe4dcd543d6013fc29125982d45fff8025,0,2023-08-04T01:41:33.776Z
64cc575b35e6a03af951cf14,2023-08-04T01:41:47.619Z,,pengeluaran jajan,ae70d6adabdd5a656c81ccb12e36edfe4dcd543d6013fc29125982d45fff8025,5000,2023-08-04T01:41:47.619Z
64cc58eb35e6a03af951cf16,2023-08-04T01:48:27.144Z,,Bensin,85ac8ce0c496a989ec187b9b20522845fe219dce87bb7bd6d505aee009dbdd4d,50000,2023-08-04T01:48:27.144Z
64cc80fe49ab8c463d2aba69,2023-08-04T04:39:26.565Z,,beli bbm,d1af214f41ebd9875a541241b21078788ecf7fd4a080a4622b1c2fe67ed5fe77,10000,2023-08-04T04:39:26.565Z
64cf8dfe42a3a164e7c6afa0,2023-08-06T12:11:42.421Z,,cendol,a4e2632d231715b95343bbac83ab6cc50c62247e3ad1abc3c8912ec0a421dfda,8000,2023-08-06T12:11:42.421Z
64cf8e2042a3a164e7c6afa2,2023-08-06T12:12:16.037Z,,jajan indomaret,a4e2632d231715b95343bbac83ab6cc50c62247e3ad1abc3c8912ec0a421dfda,78000,2023-08-06T12:12:16.037Z
64cf8e8d42a3a164e7c6afa4,2023-08-06T12:14:05.815Z,,naspad,f22e05871839177258b5a7d1a73257e3363313ee6da93c7f60a8fc1143f7a54f,10000,2023-08-06T12:14:05.815Z
64cf918642a3a164e7c6afa9,2023-08-06T12:26:46.122Z,,PSK,1fef0890dfb65a6d84847deeda2663b3d4a0890132a3685d498607a6cfc0d5f6,300000,2023-08-06T12:26:46.122Z
64cfd12eadd7ad7302ea7c27,2023-08-06T16:58:22.105Z,,Mie Sedap Goreng,40f4e813a0beb8fbaaa00ec9b8f57e7d63a02391761a6a98a8dd99507be2d097,4000,2023-08-06T16:58:22.105Z
64d0781aadd7ad7302ea7c3d,2023-08-07T04:50:34.449Z,ed506d79-4ce5-46c3-821f-dfc97faa5eb9.jpeg, Tenderloin Premium + 1 Potato Wedges,b0d97809da0fbce0a9bd63bce48c5f21d9cd3b37d2fc22497de08cf7feb6a36f,65000,2023-08-07T04:50:34.449Z
64d0781aadd7ad7302ea7c41,2023-08-07T04:50:34.451Z,ed506d79-4ce5-46c3-821f-dfc97faa5eb9.jpeg, BlackPepper Sauce,b0d97809da0fbce0a9bd63bce48c5f21d9cd3b37d2fc22497de08cf7feb6a36f,4500,2023-08-07T04:50:34.451Z
64d0781aadd7ad7302ea7c3f,2023-08-07T04:50:34.450Z,ed506d79-4ce5-46c3-821f-dfc97faa5eb9.jpeg, Tenderloin Premium,b0d97809da0fbce0a9bd63bce48c5f21d9cd3b37d2fc22497de08cf7feb6a36f,260000,2023-08-07T04:50:34.450Z
64d0781aadd7ad7302ea7c44,2023-08-07T04:50:34.452Z,ed506d79-4ce5-46c3-821f-dfc97faa5eb9.jpeg, Mi lkshake Vanilla,b0d97809da0fbce0a9bd63bce48c5f21d9cd3b37d2fc22497de08cf7feb6a36f,1600,2023-08-07T04:50:34.452Z
64d0781aadd7ad7302ea7c42,2023-08-07T04:50:34.451Z,ed506d79-4ce5-46c3-821f-dfc97faa5eb9.jpeg, Ice Orange,b0d97809da0fbce0a9bd63bce48c5f21d9cd3b37d2fc22497de08cf7feb6a36f,8000,2023-08-07T04:50:34.451Z
64d0c892add7ad7302ea7c4c,2023-08-07T10:33:54.146Z,ce4ae05c-ae2c-44c6-a084-035412017dd9.jpeg, EMERON SHP SOFTASMTH 12,f22e05871839177258b5a7d1a73257e3363313ee6da93c7f60a8fc1143f7a54f,4950,2023-08-07T10:33:54.146Z
64d0c892add7ad7302ea7c4e,2023-08-07T10:33:54.147Z,ce4ae05c-ae2c-44c6-a084-035412017dd9.jpeg, MARINA SOAP MOISTURIS 60,f22e05871839177258b5a7d1a73257e3363313ee6da93c7f60a8fc1143f7a54f,2100,2023-08-07T10:33:54.147Z
64d0c892add7ad7302ea7c4f,2023-08-07T10:33:54.148Z,ce4ae05c-ae2c-44c6-a084-035412017dd9.jpeg, EKONOMI LIQ SIWAK REF 132,f22e05871839177258b5a7d1a73257e3363313ee6da93c7f60a8fc1143f7a54f,1200,2023-08-07T10:33:54.148Z
64d0c892add7ad7302ea7c49,2023-08-07T10:33:54.144Z,ce4ae05c-ae2c-44c6-a084-035412017dd9.jpeg, HIT MAT GREEN TEA 4846,f22e05871839177258b5a7d1a73257e3363313ee6da93c7f60a8fc1143f7a54f,1100,2023-08-07T10:33:54.144Z
64d0c892add7ad7302ea7c54,2023-08-07T10:33:54.150Z,ce4ae05c-ae2c-44c6-a084-035412017dd9.jpeg, AJINOMOTO 50GR,f22e05871839177258b5a7d1a73257e3363313ee6da93c7f60a8fc1143f7a54f,2850,2023-08-07T10:33:54.150Z
64d0c892add7ad7302ea7c56,2023-08-07T10:33:54.150Z,ce4ae05c-ae2c-44c6-a084-035412017dd9.jpeg, GARAM DAUN HIJAU,f22e05871839177258b5a7d1a73257e3363313ee6da93c7f60a8fc1143f7a54f,2100,2023-08-07T10:33:54.150Z
64d0c892add7ad7302ea7c55,2023-08-07T10:33:54.150Z,ce4ae05c-ae2c-44c6-a084-035412017dd9.jpeg, SASA PENYEDAP 5005/65,f22e05871839177258b5a7d1a73257e3363313ee6da93c7f60a8fc1143f7a54f,2950,2023-08-07T10:33:54.150Z
64d0c892add7ad7302ea7c51,2023-08-07T10:33:54.148Z,ce4ae05c-ae2c-44c6-a084-035412017dd9.jpeg, ROYCO FDS BEEF 6X9GR,f22e05871839177258b5a7d1a73257e3363313ee6da93c7f60a8fc1143f7a54f,5800,2023-08-07T10:33:54.148Z
64d0c892add7ad7302ea7c50,2023-08-07T10:33:54.148Z,ce4ae05c-ae2c-44c6-a084-035412017dd9.jpeg, TELOR AYAM/KG,f22e05871839177258b5a7d1a73257e3363313ee6da93c7f60a8fc1143f7a54f,33000,2023-08-07T10:33:54.148Z
64d381823e3da4a8a00aa6c2,2023-08-09T12:07:30.314Z,,bakso,598fc9c7fcd316d977da7541b4c980d0d9c5f1a7c3689fd5466698dbde3e2e65,500,2023-08-09T12:07:30.314Z
64d3a78553bbdb2b11f1024b,2023-08-09T14:49:41.053Z,,makan2,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,20000,2023-08-09T14:49:41.053Z
64d3a79953bbdb2b11f1024c,2023-08-09T14:50:01.453Z,,makan2 lagi,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,200000,2023-08-09T14:50:01.453Z
64d3a84053bbdb2b11f1024f,2023-08-09T14:52:48.270Z,,a dengan harga sekian adalah,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,2000,2023-08-09T14:52:48.270Z
64d3aab253bbdb2b11f10250,2023-08-09T15:03:14.052Z,,"a,b,c,d,f",9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,77777,2023-08-09T15:03:14.052Z
64d3aaf553bbdb2b11f10252,2023-08-09T15:04:21.354Z,,"a,b,c,d,f Rp.",9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,7777,2023-08-09T15:04:21.354Z
64d3ad4801ac2ea05aa90276,2023-08-09T15:14:16.996Z,,"jsjsj 777
#lapor nnnnn",9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,8888,2023-08-09T15:14:16.996Z
64d3ae0501ac2ea05aa90277,2023-08-09T15:17:25.770Z,bf9a65b3-0548-4e0f-80f6-a18e878b52a3.jpeg," MEG KJ SBG 165GA 1 Disc.-2,900.",9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,1380,2023-08-09T15:17:25.770Z
64d3ae7401ac2ea05aa90279,2023-08-09T15:19:16.976Z,feeb9576-e097-4596-b58f-8d11097ca0e0.jpeg, Tatet Baudh,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,75000,2023-08-09T15:19:16.976Z
64d3ae7401ac2ea05aa9027c,2023-08-09T15:19:16.978Z,feeb9576-e097-4596-b58f-8d11097ca0e0.jpeg, Potet petss,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,730000,2023-08-09T15:19:16.978Z
64d3ae7401ac2ea05aa9027a,2023-08-09T15:19:16.977Z,feeb9576-e097-4596-b58f-8d11097ca0e0.jpeg, out Telur,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,0,2023-08-09T15:19:16.977Z
64d3ae7401ac2ea05aa9027b,2023-08-09T15:19:16.978Z,feeb9576-e097-4596-b58f-8d11097ca0e0.jpeg, Pattt Ayaa,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,91000,2023-08-09T15:19:16.978Z
64d3af0b01ac2ea05aa9027d,2023-08-09T15:21:47.238Z,cc4ac046-3837-4cb4-89ce-9368d3f6f6a6.jpeg, Toko,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,3666,2023-08-09T15:21:47.238Z
64d3af0b01ac2ea05aa9027e,2023-08-09T15:21:47.239Z,cc4ac046-3837-4cb4-89ce-9368d3f6f6a6.jpeg, NOTANO.,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,5666,2023-08-09T15:21:47.239Z
64d3af0b01ac2ea05aa9027f,2023-08-09T15:21:47.239Z,cc4ac046-3837-4cb4-89ce-9368d3f6f6a6.jpeg, 3ou Bess MAKA THeo,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,666000,2023-08-09T15:21:47.239Z
64d3af0b01ac2ea05aa90282,2023-08-09T15:21:47.240Z,cc4ac046-3837-4cb4-89ce-9368d3f6f6a6.jpeg, 1is Wocm,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,0,2023-08-09T15:21:47.240Z
64d3af0b01ac2ea05aa90280,2023-08-09T15:21:47.240Z,cc4ac046-3837-4cb4-89ce-9368d3f6f6a6.jpeg, Telor,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,0,2023-08-09T15:21:47.240Z
64d3af0b01ac2ea05aa90281,2023-08-09T15:21:47.240Z,cc4ac046-3837-4cb4-89ce-9368d3f6f6a6.jpeg, woree,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,286000,2023-08-09T15:21:47.240Z
64d3af6701ac2ea05aa90286,2023-08-09T15:23:19.271Z,041c2050-4ca2-4fa1-a6b7-3b38b80fe859.jpeg, Alam lli,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,25000,2023-08-09T15:23:19.271Z
64d3af6701ac2ea05aa90283,2023-08-09T15:23:19.269Z,041c2050-4ca2-4fa1-a6b7-3b38b80fe859.jpeg, bawang Merah Vella,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,16000,2023-08-09T15:23:19.269Z
64d3af6701ac2ea05aa90284,2023-08-09T15:23:19.270Z,041c2050-4ca2-4fa1-a6b7-3b38b80fe859.jpeg, Cabe Htyaau 14,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,10000,2023-08-09T15:23:19.270Z
64d3af6701ac2ea05aa90285,2023-08-09T15:23:19.270Z,041c2050-4ca2-4fa1-a6b7-3b38b80fe859.jpeg, Cabe Merahi Mal,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,100,2023-08-09T15:23:19.270Z
64d3af6701ac2ea05aa90287,2023-08-09T15:23:19.271Z,041c2050-4ca2-4fa1-a6b7-3b38b80fe859.jpeg, bawang put,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,6000,2023-08-09T15:23:19.271Z
64d3af6701ac2ea05aa90288,2023-08-09T15:23:19.272Z,041c2050-4ca2-4fa1-a6b7-3b38b80fe859.jpeg, Wortel,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,3000,2023-08-09T15:23:19.272Z
64d3b03001ac2ea05aa9028a,2023-08-09T15:26:40.659Z,7eedd07c-b6f1-4638-9c7d-1d485a78d6a8.jpeg, 9ula pain,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,6250,2023-08-09T15:26:40.659Z
64d3b03001ac2ea05aa90289,2023-08-09T15:26:40.658Z,7eedd07c-b6f1-4638-9c7d-1d485a78d6a8.jpeg, telur taan 1k,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,1000,2023-08-09T15:26:40.658Z
64d3b03001ac2ea05aa9028c,2023-08-09T15:26:40.659Z,7eedd07c-b6f1-4638-9c7d-1d485a78d6a8.jpeg, hinyat goreng L,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,140000,2023-08-09T15:26:40.659Z
64d3b03001ac2ea05aa9028d,2023-08-09T15:26:40.660Z,7eedd07c-b6f1-4638-9c7d-1d485a78d6a8.jpeg, Sampo Renceng,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,98000,2023-08-09T15:26:40.660Z
64d3b03001ac2ea05aa9028b,2023-08-09T15:26:40.659Z,7eedd07c-b6f1-4638-9c7d-1d485a78d6a8.jpeg, kecap mani 60 ML/ dus,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,120000,2023-08-09T15:26:40.659Z
64d3b03001ac2ea05aa9028e,2023-08-09T15:26:40.660Z,7eedd07c-b6f1-4638-9c7d-1d485a78d6a8.jpeg, Mie instan toto dus,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,96000,2023-08-09T15:26:40.660Z
64d3b03001ac2ea05aa90291,2023-08-09T15:26:40.661Z,7eedd07c-b6f1-4638-9c7d-1d485a78d6a8.jpeg, makandn bayi Cencena,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,7700,2023-08-09T15:26:40.661Z
64d3b03001ac2ea05aa9028f,2023-08-09T15:26:40.660Z,7eedd07c-b6f1-4638-9c7d-1d485a78d6a8.jpeg, wie ike an goreng Ius,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,102000,2023-08-09T15:26:40.660Z
64d3b03001ac2ea05aa90290,2023-08-09T15:26:40.661Z,7eedd07c-b6f1-4638-9c7d-1d485a78d6a8.jpeg, garam (buaauss,9e451106d5caa86cb80a64db7744152e1cd6186df50a298a02b9d20bb84affb4,25000,2023-08-09T15:26:40.661Z
64d3b24ee1dd090b29a35db9,2023-08-09T15:35:42.013Z,38fb9192-f26c-4c98-aaaf-09f6989c2a3a.jpeg, NOTANO. NAMABARANO,3136b4b3710201f856e5c1bcb358d7a2dc1c908274f413f78f193d7e6fb8870b,3000,2023-08-09T15:35:42.013Z
64d3b24ee1dd090b29a35dbc,2023-08-09T15:35:42.021Z,38fb9192-f26c-4c98-aaaf-09f6989c2a3a.jpeg, woree,3136b4b3710201f856e5c1bcb358d7a2dc1c908274f413f78f193d7e6fb8870b,24000,2023-08-09T15:35:42.021Z
64d3b24ee1dd090b29a35dbd,2023-08-09T15:35:42.024Z,38fb9192-f26c-4c98-aaaf-09f6989c2a3a.jpeg, 1us Wocm,3136b4b3710201f856e5c1bcb358d7a2dc1c908274f413f78f193d7e6fb8870b,20000,2023-08-09T15:35:42.024Z
64d3b40e907769331e93778d,2023-08-09T15:43:10.934Z,7294cb1e-52cf-4e91-b084-c26cb8b9208e.jpeg, NOTANO. NAMABARANO,3136b4b3710201f856e5c1bcb358d7a2dc1c908274f413f78f193d7e6fb8870b,3000,2023-08-09T15:43:10.934Z
64d3b40e907769331e937790,2023-08-09T15:43:10.938Z,7294cb1e-52cf-4e91-b084-c26cb8b9208e.jpeg, woree,3136b4b3710201f856e5c1bcb358d7a2dc1c908274f413f78f193d7e6fb8870b,24000,2023-08-09T15:43:10.938Z
64d3b40e907769331e937791,2023-08-09T15:43:10.938Z,7294cb1e-52cf-4e91-b084-c26cb8b9208e.jpeg, 1us Wocm,3136b4b3710201f856e5c1bcb358d7a2dc1c908274f413f78f193d7e6fb8870b,20000,2023-08-09T15:43:10.938Z
64d4bcea907769331e937796,2023-08-10T10:33:14.924Z,,Es Teh,3136b4b3710201f856e5c1bcb358d7a2dc1c908274f413f78f193d7e6fb8870b,5000,2023-08-10T10:33:14.924Z
64d4c844907769331e937797,2023-08-10T11:21:40.012Z,,setor,a37f590c33bde98de39d8cac3bd8858f58db3c8d56312444fb6560d92ce895df,800000,2023-08-10T11:21:40.012Z
64d4c86b907769331e937798,2023-08-10T11:22:19.209Z,,belanja,a37f590c33bde98de39d8cac3bd8858f58db3c8d56312444fb6560d92ce895df,40000,2023-08-10T11:22:19.209Z
64d4c938907769331e937799,2023-08-10T11:25:44.601Z,,iuran lembaga,a37f590c33bde98de39d8cac3bd8858f58db3c8d56312444fb6560d92ce895df,200000,2023-08-10T11:25:44.601Z
64d4ca7a907769331e93779a,2023-08-10T11:31:06.005Z,9a3b52ef-582b-4a47-a126-7d13b4aa4a33.jpeg, TIKI T MASUK,a37f590c33bde98de39d8cac3bd8858f58db3c8d56312444fb6560d92ce895df,500000,2023-08-10T11:31:06.005Z
64d4cab5907769331e93779b,2023-08-10T11:32:05.250Z,11d318a5-b33f-47da-910b-c28b781c3117.jpeg, Bakso,a37f590c33bde98de39d8cac3bd8858f58db3c8d56312444fb6560d92ce895df,0000,2023-08-10T11:32:05.250Z
64d4d391907769331e93779c,2023-08-10T12:09:53.000Z,,jajan,62c704d972990e6317b853830bf161c065f163853064d3342ac1c503a80cba34,1000,2023-08-10T12:09:53.000Z
64d4d3a6907769331e93779d,2023-08-10T12:10:14.214Z,,TF,62c704d972990e6317b853830bf161c065f163853064d3342ac1c503a80cba34,10000,2023-08-10T12:10:14.214Z
64d4d491907769331e93779e,2023-08-10T12:14:09.101Z,2d3da140-3775-4d1e-94ec-d81bff9cf03d.jpeg,BRLMO TRA NSAKSI BERHASI,62c704d972990e6317b853830bf161c065f163853064d3342ac1c503a80cba34,1000000,2023-08-10T12:14:09.101Z
64d4d4c1907769331e93779f,2023-08-10T12:14:57.284Z,6f700276-1c94-47f0-9dc5-1d342b9f7cbc.jpeg, CATUR PUJIYANTO Rekening Non BSA,62c704d972990e6317b853830bf161c065f163853064d3342ac1c503a80cba34,130000,2023-08-10T12:14:57.284Z
64d4d4c1907769331e9377a0,2023-08-10T12:14:57.285Z,6f700276-1c94-47f0-9dc5-1d342b9f7cbc.jpeg, Sukses,62c704d972990e6317b853830bf161c065f163853064d3342ac1c503a80cba34,0000,2023-08-10T12:14:57.285Z
64d4d4d4907769331e9377a1,2023-08-10T12:15:16.757Z,d8dab1bf-d370-4b86-8dcf-88b9245a094a.jpeg,,62c704d972990e6317b853830bf161c065f163853064d3342ac1c503a80cba34,100000,2023-08-10T12:15:16.757Z
64d4d632907769331e9377a2,2023-08-10T12:21:06.330Z,061943c4-1bc2-4cbc-9019-f8054768eced.jpeg, Nominal,a3a22c09ee2074c347460b16114287d39b9b32ba638df021b4dfd263a4a9ca19,550000,2023-08-10T12:21:06.330Z
64d4d63f907769331e9377a3,2023-08-10T12:21:19.667Z,1e7c7b74-3925-45f5-8495-802918da718e.jpeg, Nominal,a3a22c09ee2074c347460b16114287d39b9b32ba638df021b4dfd263a4a9ca19,9000000,2023-08-10T12:21:19.667Z
64d4d646907769331e9377a4,2023-08-10T12:21:26.758Z,1f3e73f7-b1a0-4486-be83-252c5424ae82.jpeg, Nominal,a3a22c09ee2074c347460b16114287d39b9b32ba638df021b4dfd263a4a9ca19,500000,2023-08-10T12:21:26.758Z
64d4d676907769331e9377a5,2023-08-10T12:22:14.195Z,,jajan,a3a22c09ee2074c347460b16114287d39b9b32ba638df021b4dfd263a4a9ca19,10000,2023-08-10T12:22:14.195Z
64d4d698907769331e9377a6,2023-08-10T12:22:48.431Z,a4d06ae8-4f2e-42ff-8b68-22f3ad778771.jpeg, Nominal,a3a22c09ee2074c347460b16114287d39b9b32ba638df021b4dfd263a4a9ca19,184000,2023-08-10T12:22:48.431Z
64d4ea0f907769331e9377a7,2023-08-10T13:45:51.129Z,,indomaret,ae70d6adabdd5a656c81ccb12e36edfe4dcd543d6013fc29125982d45fff8025,11500,2023-08-10T13:45:51.129Z
64d4ea1c907769331e9377a8,2023-08-10T13:46:04.678Z,,mie ayan,ae70d6adabdd5a656c81ccb12e36edfe4dcd543d6013fc29125982d45fff8025,20000,2023-08-10T13:46:04.678Z
64d4ea95907769331e9377a9,2023-08-10T13:48:05.574Z,0e18dcec-747d-440a-b38b-23a225117fa8.jpeg, ALFA AIR 550ML,ae70d6adabdd5a656c81ccb12e36edfe4dcd543d6013fc29125982d45fff8025,2800,2023-08-10T13:48:05.574Z
64d4ea95907769331e9377aa,2023-08-10T13:48:05.575Z,0e18dcec-747d-440a-b38b-23a225117fa8.jpeg, ABC CHO 200ML,ae70d6adabdd5a656c81ccb12e36edfe4dcd543d6013fc29125982d45fff8025,3200,2023-08-10T13:48:05.575Z
64d4ea95907769331e9377ab,2023-08-10T13:48:05.576Z,0e18dcec-747d-440a-b38b-23a225117fa8.jpeg, MYROTI SW CL50G,ae70d6adabdd5a656c81ccb12e36edfe4dcd543d6013fc29125982d45fff8025,5500,2023-08-10T13:48:05.576Z
64d58fca907769331e9377b1,2023-08-11T01:32:58.386Z,,jajan di pekan,93c65398fdf10c26f571e8b56e97e568cf9a6301e92093abb844626a1bc83d11,10000,2023-08-11T01:32:58.386Z
64d59038907769331e9377b5,2023-08-11T01:34:48.482Z,,rokok esse change double,9ea5159e7fac90bb554266fab45b9672986e88ccfa5eaab49cc2e094b7d0f89d,37000,2023-08-11T01:34:48.482Z
64d592a4907769331e9377bc,2023-08-11T01:45:08.628Z,,gacha stiker cs,2594d8da58568820875c5a74d3995c40e9242781b12fb03749e9ec54ad583605,450000,2023-08-11T01:45:08.628Z
